0117981020-0-0,,2020-06-13T11:59:59,,,,,,,,,,
2,BD-S012,108.8,1,,,,,,,,,
3,BD-S016,109.8,0.61,,,,,,,,,
4,BD-S025,110.41,0,,,,,,,,,
5,BD-S007,110.41,1.14,,,,,,,,,
6,BD-S010,111.55,0,,,,,,,,,
7,BD-S008,119.03,1.77,,,,,,,,,
8,BD-S009,120.8,0,,,,,,,,,
9,BD-S013,120.8,1.77,,,,,,,,,
10,BD-S015,122.57,0,,,,,,,,,
11,BD-S019,122.57,2.66,,,,,,,,,
0205802600-0-1,,2020-06-30T11:59:59,,,,,,,,,,
0,BD-S005,61.32,1.33,,,,,,,,,
1,BD-S006,78.4,30,,,,,,,,,
2,BD-S012,109.8,1,,,,,,,,,
3,BD-S016,110.8,0.61,,,,,,,,,
4,BD-S010,111.41,0,,,,,,,,,
5,BD-S008,120.8,1.77,,,,,,,,,
6,BD-S010,122.57,0,,,,,,,,,
7,BD-S013,122.57,1.77,,,,,,,,,
8,BD-S020,124.34,2.66,,,,,,,,,
0205802600-0-2,,2020-06-25T11:59:59,,,,,,,,,,
0206192680-0-0,,2020-06-22T11:59:59,,,,,,,,,,
0,BD-S005,62.65,1.33,,,,,,,,,
1,BD-S006,78.4,30,,,,,,,,,
2,BD-S012,110.8,1,,,,,,,,,
3,BD-S016,111.8,0.61,,,,,,,,,
4,BD-S025,112.41,0,,,,,,,,,
5,BD-S007,112.41,1.14,,,,,,,,,
6,BD-S010,113.55,0,,,,,,,,,
7,BD-S013,113.55,1.77,,,,,,,,,
8,BD-S020,115.32,2.66,,,,,,,,,
0206202680-0-0,,2020-06-22T11:59:59,,,,,,,,,,
0,BD-S005,63.98,1.33,,,,,,,,,
1,BD-S006,78.4,30,,,,,,,,,
2,BD-S012,111.8,1,,,,,,,,,
3,BD-S016,112.8,0.61,,,,,,,,,
4,BD-S010,113.41,0,,,,,,,,,
5,BD-S007,113.55,1.14,,,,,,,,,
6,BD-S010,114.69,0,,,,,,,,,
7,BD-S008,122.57,1.77,,,,,,,,,
8,BD-S010,124.34,0,,,,,,,,,
9,BD-S013,124.34,1.77,,,,,,,,,
10,BD-S015,126.11,0,,,,,,,,,
11,BD-S020,127,2.66,,,,,,,,,
0206212680-0-0,,2020-06-22T11:59:59,,,,,,,,,,
0,BD-S005,65.31,1.33,,,,,,,,,
1,BD-S006,79.2,30,,,,,,,,,
2,BD-S012,112.8,1,,,,,,,,,
3,BD-S016,113.8,0.61,,,,,,,,,
4,BD-S010,114.41,0,,,,,,,,,
5,BD-S007,114.69,1.14,,,,,,,,,
6,BD-S010,115.83,0,,,,,,,,,
7,BD-S008,124.34,1.77,,,,,,,,,
8,BD-S010,126.11,0,,,,,,,,,
9,BD-S013,126.11,1.77,,,,,,,,,
10,BD-S015,127.88,0,,,,,,,,,
11,BD-S020,129.66,2.66,,,,,,,,,
0206222680-0-0,,2020-06-22T11:59:59,,,,,,,,,,
0,BD-S005,66.64,1.33,,,,,,,,,
1,BD-S006,79.2,30,,,,,,,,,
2,BD-S012,113.8,1,,,,,,,,,
3,BD-S016,114.8,0.61,,,,,,,,,
4,BD-S010,115.41,0,,,,,,,,,
5,BD-S007,115.83,1.14,,,,,,,,,
6,BD-S010,116.97,0,,,,,,,,,
7,BD-S008,126.11,1.77,,,,,,,,,
8,BD-S010,127.88,0,,,,,,,,,
9,BD-S013,127.88,1.77,,,,,,,,,
10,BD-S015,129.65,0,,,,,,,,,
11,BD-S020,132.32,2.66,,,,,,,,,
0206232680-0-0,,2020-06-22T11:59:59,,,,,,,,,,
0,BD-S005,67.97,1.33,,,,,,,,,
1,BD-S006,79.2,30,,,,,,,,,
2,BD-S012,114.8,1,,,,,,,,,
3,BD-S016,115.8,0.61,,,,,,,,,
4,BD-S010,116.41,0,,,,,,,,,
5,BD-S007,116.97,1.14,,,,,,,,,
6,BD-S010,118.11,0,,,,,,,,,
7,BD-S008,127.88,1.77,,,,,,,,,
8,BD-S010,129.65,0,,,,,,,,,
9,BD-S013,129.65,1.77,,,,,,,,,
10,BD-S015,131.42,0,,,,,,,,,
11,BD-S020,134.98,2.66,,,,,,,,,
0206252680-0-0,,2020-06-22T11:59:59,,,,,,,,,,
0,BD-S005,69.3,1.33,,,,,,,,,
1,BD-S006,80,30,,,,,,,,,
2,BD-S012,115.8,1,,,,,,,,,
3,BD-S016,116.8,0.61,,,,,,,,,
4,BD-S010,117.41,0,,,,,,,,,
5,BD-S007,118.11,1.14,,,,,,,,,
6,BD-S010,119.25,0,,,,,,,,,
7,BD-S008,129.65,1.77,,,,,,,,,
8,BD-S010,131.42,0,,,,,,,,,
9,BD-S013,131.42,1.77,,,,,,,,,
10,BD-S015,133.19,0,,,,,,,,,
11,BD-S020,137.64,2.66,,,,,,,,,
0206272680-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,70.63,1.33,,,,,,,,,
1,BD-S006,80,30,,,,,,,,,
2,BD-S012,116.8,1,,,,,,,,,
3,BD-S016,117.8,0.61,,,,,,,,,
4,BD-S025,118.41,0,,,,,,,,,
5,BD-S008,131.42,1.77,,,,,,,,,
6,BD-S010,133.19,0,,,,,,,,,
7,BD-S008,133.19,1.77,,,,,,,,,
8,BD-S019,134.96,2.66,,,,,,,,,
0206282680-0-0,,2020-06-24T11:59:59,,,,,,,,,,
0,BD-S005,71.96,1.33,,,,,,,,,
1,BD-S006,80,30,,,,,,,,,
2,BD-S012,117.8,1,,,,,,,,,
3,BD-S016,118.8,0.61,,,,,,,,,
4,BD-S010,119.41,0,,,,,,,,,
5,BD-S007,119.41,1.14,,,,,,,,,
6,BD-S010,120.55,0,,,,,,,,,
7,BD-S008,134.96,1.77,,,,,,,,,
8,BD-S010,136.73,0,,,,,,,,,
9,BD-S013,136.73,1.77,,,,,,,,,
10,BD-S020,140.3,2.66,,,,,,,,,
0206642600-0-0,,2020-06-14T11:59:59,,,,,,,,,,
0,BD-S005,73.29,1.33,,,,,,,,,
1,BD-S006,80.8,30,,,,,,,,,
2,BD-S026,110.8,0,,,,,,,,,
3,BD-S005,110.8,1.33,,,,,,,,,
4,BD-S006,112.13,30,,,,,,,,,
5,BD-S012,142.13,1,,,,,,,,,
6,BD-S016,143.13,2.66,,,,,,,,,
0206652600-0-0,,2020-06-14T11:59:59,,,,,,,,,,
0,BD-S005,74.62,1.33,,,,,,,,,
1,BD-S006,80.8,30,,,,,,,,,
2,BD-S026,110.8,0,,,,,,,,,
3,BD-S005,112.13,1.33,,,,,,,,,
4,BD-S006,113.46,30,,,,,,,,,
5,BD-S012,143.46,1,,,,,,,,,
6,BD-S016,145.79,2.66,,,,,,,,,
0206902680-0-0,,2020-06-24T11:59:59,,,,,,,,,,
0,BD-S005,75.95,1.33,,,,,,,,,
1,BD-S006,80.8,30,,,,BD-S005,75.95,1.33,BD-S005,45.95,1.33
2,BD-S012,118.8,1,,,,BD-S006,80.8,30,BD-S006,50.8,30
3,BD-S016,119.8,0.61,,,,BD-S012,118.8,1,BD-S012,88.8,1
4,BD-S010,120.41,0.5,,,,BD-S016,119.8,0.61,BD-S016,89.8,0.61
5,BD-S007,120.95,0.74,,,,BD-S010,120.41,0.5,BD-S010,90.41,0.5
6,BD-S010,121.69,0.5,,,,BD-S007,120.95,0.74,BD-S007,90.95,0.74
7,BD-S008,136.73,1.77,,,,BD-S010,121.69,0.5,BD-S010,91.69,0.5
8,BD-S010,138.5,0.4,,,,BD-S008,136.73,1.77,BD-S008,106.73,1.77
9,BD-S013,138.9,1.37,,,,BD-S010,138.5,0.4,BD-S010,108.5,0.4
10,BD-S015,140.27,0.5,,,,BD-S013,138.9,1.37,BD-S013,108.9,1.37
11,BD-S019,140.77,2.66,,,,BD-S015,140.27,0.5,BD-S015,110.27,0.5
0304001100-0-0,,2020-06-11T11:59:59,,,,,BD-S019,140.77,2.66,BD-S019,110.77,2.66
0,BD-S005,77.28,0.8,,,,,,,,,
1,BD-S007,88.32,1.14,,,,,,,,,
2,BD-S016,120.41,2.66,,,,,,,,,
0304021100-Fe-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,78.08,0.8,,,,,,,,,
1,BD-S007,92.69,1.14,,,,,,,,,
2,BD-S016,123.07,2.66,,,,,,,,,
0304031100-0-0,,2020-06-11T11:59:59,,,,,,,,,,
0,BD-S005,78.88,0.8,,,,,,,,,
1,BD-S007,93.83,1.14,,,,,,,,,
2,BD-S016,125.73,2.66,,,,,,,,,
0304041100-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,79.68,0.8,,,,,,,,,
1,BD-S007,94.97,1.14,,,,,,,,,
2,BD-S005,96.11,0.8,,,,,,,,,
3,BD-S007,96.91,1.14,,,,,,,,,
4,BD-S016,128.39,2.66,,,,,,,,,
0304051100-C-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,80.48,0.8,,,,,,,,,
1,BD-S007,98.05,1.14,,,,,,,,,
2,BD-S005,99.19,0.8,,,,,,,,,
3,BD-S007,99.99,1.14,,,,,,,,,
4,BD-S016,131.05,2.66,,,,,,,,,
0304061100-C-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,81.28,0.8,,,,,,,,,
1,BD-S007,101.13,1.14,,,,,,,,,
2,BD-S016,133.71,2.66,,,,,,,,,
0601681100-Fe-0-0,,2020-06-15T11:59:59,,,,,,,,,,
0,BD-S005,82.08,0.8,,,,,,,,,
1,BD-S007,102.27,1.14,,,,,,,,,
2,BD-S005,103.41,0.8,,,,,,,,,
3,BD-S012,104.21,1,,,,,,,,,
4,BD-S016,136.37,2.66,,,,,,,,,
0601711100-A-0-0,,2020-06-15T11:59:59,,,,,,,,,,
0,BD-S005,84.65,0.8,,,,,,,,,
1,BD-S007,103.41,1.14,,,,,,,,,
2,BD-S005,104.55,0.8,,,,,,,,,
3,BD-S012,105.35,1,,,,,,,,,
4,BD-S016,139.03,2.66,,,,,,,,,
0601811220-0-0,,2020-06-18T11:59:59,,,,,,,,,,
0,BD-S005,85.45,0.8,,,,,,,,,
1,BD-S006,109.2,30,,,,,,,,,
2,BD-S012,139.2,1,,,,,,,,,
3,BD-S025,140.2,0.5,,,,,,,,,
4,BD-S007,140.7,0.64,,,,,,,,,
5,BD-S016,141.69,0.61,,,,,,,,,
6,BD-S011,142.3,0.4,,,,,,,,,
7,BD-S012,144.46,1,,,,,,,,,
8,BD-S020,145.46,2.66,,,,,,,,,
0702751100-2-0,,2020-06-22T11:59:59,,,,,,,,,,
0703011100-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,86.25,0.8,,,,,,,,,
1,BD-S006,109.2,30,,,,,,,,,
2,BD-S012,140.2,1,,,,,,,,,
3,BD-S005,141.2,0.8,,,,,,,,,
4,BD-S012,145.46,1,,,,,,,,,
5,BD-S016,148.45,0.61,,,,,,,,,
6,BD-S018,149.06,0,,,,,,,,,
0703021100-0-0,,2020-06-18T11:59:59,,,,,,,,,,
0,BD-S005,87.05,0.8,,,,,,,,,
1,BD-S007,126.69,1.14,,,,,,,,,
2,BD-S016,149.06,2.66,,,,,,,,,
0703031100-0-0,,2020-06-17T11:59:59,,,,,,,,,,
0,BD-S005,87.85,0.8,,,,,,,,,
1,BD-S007,127.83,1.14,,,,,,,,,
2,BD-S016,151.72,2.66,,,,,,,,,
0703041100-Fe-0-1,,2020-06-20T11:59:59,,,,,,,,,,
0703041100-Fe-0-2,,2020-06-20T11:59:59,,,,,,,,,,
0703061100-0-0,,2020-06-12T11:59:59,,,,,,,,,,
0,BD-S005,88.65,0.8,,,,,,,,,
1,BD-S006,110,30,,,,,,,,,
2,BD-S012,146.46,1,,,,,,,,,
3,BD-S016,154.38,2.66,,,,,,,,,
0703071100-0-0,,2020-06-14T11:59:59,,,,,,,,,,
0,BD-S005,89.45,0.8,,,,,,,,,
1,BD-S007,128.97,1.14,,,,,,,,,
2,BD-S005,130.11,0.8,,,,,,,,,
3,BD-S007,130.91,1.14,,,,,,,,,
4,BD-S016,157.04,2.66,,,,,,,,,
0703081100-0-0,,2020-06-26T11:59:59,,,,,,,,,,
0,BD-S005,90.25,0.8,,,,,,,,,
1,BD-S006,110,30,,,,,,,,,
2,BD-S012,147.46,1,,,,,,,,,
3,BD-S016,159.7,2.66,,,,,,,,,
0703101100-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,91.05,0.8,,,,,,,,,
1,BD-S006,110.8,30,,,,,,,,,
2,BD-S012,148.46,1,,,,,,,,,
3,BD-S005,149.46,0.8,,,,,,,,,
4,BD-S012,150.26,1,,,,,,,,,
5,BD-S016,162.36,0.61,,,,,,,,,
6,BD-S018,162.97,0,,,,,,,,,
0703111100-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,91.85,0.8,,,,,,,,,
1,BD-S006,110.8,30,,,,,,,,,
2,BD-S012,151.26,1,,,,,,,,,
3,BD-S005,152.26,0.8,,,,,,,,,
4,BD-S012,153.06,1,,,,,,,,,
5,BD-S016,162.97,0.61,,,,,,,,,
6,BD-S018,163.58,0,,,,,,,,,
0703121100-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,92.65,0.8,,,,,,,,,
1,BD-S006,112.13,30,,,,,,,,,
2,BD-S012,154.06,1,,,,,,,,,
3,BD-S005,155.06,0.8,,,,,,,,,
4,BD-S012,155.86,1,,,,,,,,,
5,BD-S016,163.58,0.61,,,,,,,,,
6,BD-S018,164.19,0,,,,,,,,,
0703131100-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,93.45,0.8,,,,,,,,,
1,BD-S006,113.46,30,,,,,,,,,
2,BD-S012,156.86,1,,,,,,,,,
3,BD-S005,157.86,0.8,,,,,,,,,
4,BD-S012,158.66,1,,,,,,,,,
5,BD-S016,164.19,0.61,,,,,,,,,
6,BD-S018,164.8,0,,,,,,,,,
0703141100-0-0,,2020-06-23T11:59:59,,,,,,,,,,
0,BD-S005,94.25,0.8,,,,,,,,,
1,BD-S006,139.2,30,,,,,,,,,
2,BD-S012,169.2,1,,,,,,,,,
3,BD-S005,170.2,0.8,,,,,,,,,
4,BD-S012,171,1,,,,,,,,,
5,BD-S016,172,0.61,,,,,,,,,
6,BD-S018,172.61,0,,,,,,,,,
0703151100-0-0,,2020-06-23T11:59:59,,,,,,,,,,
0,BD-S005,95.05,0.8,,,,,,,,,
1,BD-S006,139.2,30,,,,,,,,,
2,BD-S012,172,1,,,,,,,,,
3,BD-S005,173,0.8,,,,,,,,,
4,BD-S012,173.8,1,,,,,,,,,
5,BD-S016,174.8,0.61,,,,,,,,,
6,BD-S018,175.41,0,,,,,,,,,
0703161100-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,96.91,0.8,,,,,,,,,
1,BD-S007,132.05,1.14,,,,,,,,,
2,BD-S005,133.19,0.8,,,,,,,,,
3,BD-S007,133.99,1.14,,,,,,,,,
4,BD-S016,164.8,2.66,,,,,,,,,
0703171100-0-0,,2020-06-20T11:59:59,,,,,,,,,,
0,BD-S005,97.71,0.8,,,,,,,,,
1,BD-S007,146.34,1.14,,,,,,,,,
2,BD-S005,147.48,0.8,,,,,,,,,
3,BD-S007,148.28,1.14,,,,,,,,,
4,BD-S016,167.46,2.66,,,,,,,,,
0703181100-0-0,,2020-06-25T11:59:59,,,,,,,,,,
0,BD-S005,99.99,0.8,,,,,,,,,
1,BD-S007,149.42,1.14,,,,,,,,,
2,BD-S005,150.56,0.8,,,,,,,,,
3,BD-S007,151.36,1.14,,,,,,,,,
4,BD-S016,175.41,2.66,,,,,,,,,
9800257701-0-0,,2020-06-10T11:59:59,,,,,,,,,,
0,BD-S005,100.79,0.8,,,,,,,,,
1,BD-S006,140,30,,,,,,,,,
2,BD-S012,174.8,1,,,,,,,,,
3,BD-S016,178.07,0.61,,,,,,,,,
4,BD-S025,178.68,0,,,,,,,,,
5,BD-S008,178.68,0,,,,,,,,,
6,BD-S009,178.68,0,,,,,,,,,
7,BD-S008,178.68,0,,,,,,,,,
8,BD-S009,178.68,0,,,,,,,,,
9,BD-S013,178.68,1.77,,,,,,,,,
10,BD-S006,180.45,30,,,,,,,,,
11,BD-S015,210.45,0,,,,,,,,,
12,BD-S019,210.45,2.66,,,,,,,,,
