BD-S002
BD-S003
BD-S004
46,0703161100-0-0,reentry=1,2020-06-12T16:47:24,2020-06-12T17:55:47.999999,copper
47,0703161100-0-0,reentry=2,2020-06-12T18:43:48,2020-06-12T19:52:11.999999,copper
48,0119291020-0-0,reentry=1,2020-06-12T19:52:12,2020-06-12T21:00:35.999999,copper
49,0118841020-0-0,reentry=1,2020-06-12T21:07:48,2020-06-12T22:16:11.999999,copper
50,0601811220-0-0,reentry=1,2020-06-13T03:16:12,2020-06-13T04:24:35.999999,
51,0703171100-0-0,reentry=1,2020-06-13T09:24:36,2020-06-13T10:32:59.999999,copper
52,0118851020-0-0,reentry=1,2020-06-13T10:51:36,2020-06-13T11:59:59.999999,copper
53,0703171100-0-0,reentry=2,2020-06-13T12:00:00,2020-06-13T13:08:23.999999,copper
54,0119251020-P-0-0,reentry=1,2020-06-13T13:08:24,2020-06-13T14:16:47.999999,copper
55,0304001100-0-0,reentry=1,2020-06-13T14:16:48,2020-06-13T15:25:11.999999,copper
56,0304031100-0-0,reentry=1,2020-06-13T15:25:12,2020-06-13T16:33:35.999999,copper
57,0118651020-0-0,reentry=1,2020-06-13T16:33:36,2020-06-13T17:41:59.999999,copper
58,0118651020-0-0,reentry=2,2020-06-13T17:42:00,2020-06-13T18:50:23.999999,copper
59,0119331020-0-0,reentry=1,2020-06-13T18:50:24,2020-06-13T19:58:47.999999,copper
60,0119001020-0-0,reentry=1,2020-06-13T19:58:48,2020-06-13T21:07:11.999999,copper
61,0118831020-0-0,reentry=1,2020-06-13T21:07:12,2020-06-13T22:15:35.999999,copper
62,0118861020-0-0,reentry=1,2020-06-13T23:36:00,2020-06-14T00:44:23.999999,copper
63,0304041100-0-0,reentry=1,2020-06-14T02:00:00,2020-06-14T03:08:23.999999,copper
64,0206282680-0-0,reentry=1,2020-06-14T08:24:36,2020-06-14T09:32:59.999999,brass
65,0206902680-0-0,reentry=1,2020-06-14T09:37:48,2020-06-14T10:46:11.999999,brass
66,0119331020-0-0,reentry=2,2020-06-14T15:46:12,2020-06-14T16:54:35.999999,copper
67,0304041100-0-0,reentry=2,2020-06-14T16:54:36,2020-06-14T18:02:59.999999,copper
68,0118521020-P-0-0,reentry=1,2020-06-14T18:03:00,2020-06-14T19:11:23.999999,copper
69,0118531020-P-0-0,reentry=1,2020-06-14T19:11:24,2020-06-14T20:19:47.999999,copper
70,0304051100-C-0-0,reentry=1,2020-06-14T20:19:48,2020-06-14T21:28:11.999999,copper
71,0304051100-C-0-0,reentry=2,2020-06-14T22:16:12,2020-06-14T23:24:35.999999,copper
72,0119281020-0-0,reentry=1,2020-06-14T23:24:36,2020-06-15T00:32:59.999999,copper
73,0206212680-0-0,reentry=1,2020-06-15T06:28:12,2020-06-15T07:36:35.999999,brass
74,0206202680-0-0,reentry=1,2020-06-15T07:36:36,2020-06-15T08:44:59.999999,brass
75,0206222680-0-0,reentry=1,2020-06-15T09:55:12,2020-06-15T11:03:35.999999,brass
76,0206192680-0-0,reentry=1,2020-06-15T12:21:36,2020-06-15T13:29:59.999999,brass
77,0206232680-0-0,reentry=1,2020-06-15T13:34:48,2020-06-15T14:43:11.999999,brass
78,0205792740-0-0,reentry=1,2020-06-15T14:43:12,2020-06-15T15:51:35.999999,brass
79,0206252680-0-0,reentry=1,2020-06-15T16:40:48,2020-06-15T17:49:11.999999,brass
80,0119311020-0-0,reentry=1,2020-06-15T22:49:12,2020-06-15T23:57:35.999999,copper
81,0119311020-0-0,reentry=2,2020-06-16T00:34:12,2020-06-16T01:42:35.999999,copper
82,0703181100-0-0,reentry=1,2020-06-16T01:42:36,2020-06-16T02:50:59.999999,copper
83,0703181100-0-0,reentry=2,2020-06-16T03:39:00,2020-06-16T04:47:23.999999,copper
84,0118551020-A-0-0,reentry=1,2020-06-16T04:47:24,2020-06-16T05:55:47.999999,copper
85,0118571020-P-0-0,reentry=1,2020-06-16T05:55:48,2020-06-16T07:04:11.999999,copper
86,0118551020-A-0-0,reentry=2,2020-06-16T08:03:36,2020-06-16T09:11:59.999999,copper
87,0118571020-P-0-0,reentry=2,2020-06-16T09:12:00,2020-06-16T10:20:23.999999,copper
