BD-S002,,,,,
BD-S003,,,,,
BD-S004,,,,,
43,reentry=1,0118861020-0-01,33.6,0.8,
44,reentry=1,0118871020-0-01,34.4,0.8,
45,reentry=1,0118881020-0-01,35.2,0.8,
46,reentry=1,0118911020-0-01,36,0.8,
47,reentry=1,0118921020-0-01,36.8,0.8,
48,reentry=1,0118931020-0-01,37.6,0.8,
49,reentry=1,0118941020-0-01,38.4,0.8,
50,reentry=1,0118951020-0-01,39.2,0.8,
51,reentry=1,0118961020-0-01,40,0.8,
52,reentry=1,0118971020-0-01,40.8,0.8,
53,reentry=1,0118981020-C-0-01,41.6,0.8,
54,reentry=1,0118991020-A-0-01,42.4,0.8,
55,reentry=1,0119001020-0-01,43.2,0.8,
56,reentry=1,0119011020-0-01,44,0.8,
57,reentry=1,0119181020-0-01,44.8,0.8,
58,reentry=1,0119191020-0-01,45.6,0.8,
59,reentry=1,0119201020-0-01,46.4,0.8,
60,reentry=1,0119211020-D-0-01,47.2,0.8,
61,reentry=1,0119221020-D-0-01,48,0.8,
62,reentry=1,0119251020-P-0-01,48.8,0.8,
63,reentry=1,0119261020-0-01,49.6,0.8,
64,reentry=1,0119271020-0-01,50.4,0.8,
65,reentry=1,0119281020-0-01,51.2,0.8,
66,reentry=1,0119291020-0-01,52,0.8,
67,reentry=1,0119301020-0-01,52.8,0.8,
68,reentry=1,0119311020-0-01,53.6,0.8,
69,reentry=1,0119321020-0-01,54.4,0.8,
70,reentry=1,0119331020-0-01,55.2,0.8,
71,reentry=1,0204582740-0-01,56,1.33,
72,reentry=1,0205772740-0-01,57.33,1.33,
73,reentry=1,0205782740-0-01,58.66,1.33,
74,reentry=1,0205792740-0-01,59.99,1.33,
75,reentry=1,0205802600-0-11,61.32,1.33,
76,reentry=1,0206192680-0-01,62.65,1.33,
77,reentry=1,0206202680-0-01,63.98,1.33,
78,reentry=1,0206212680-0-01,65.31,1.33,
79,reentry=1,0206222680-0-01,66.64,1.33,
80,reentry=1,0206232680-0-01,67.97,1.33,
81,reentry=1,0206252680-0-01,69.3,1.33,
82,reentry=1,0206272680-0-01,70.63,1.33,
83,reentry=1,0206282680-0-01,71.96,1.33,
84,reentry=1,0206642600-0-01,73.29,1.33,
85,reentry=1,0206652600-0-01,74.62,1.33,
86,reentry=1,0206902680-0-01,75.95,1.33,
87,reentry=1,0304001100-0-01,77.28,0.8,
88,reentry=1,0304021100-Fe-0-01,78.08,0.8,
89,reentry=1,0304031100-0-01,78.88,0.8,
90,reentry=1,0304041100-0-01,79.68,0.8,
91,reentry=1,0304051100-C-0-01,80.48,0.8,
92,reentry=1,0304061100-C-0-01,81.28,0.8,
93,reentry=1,0601681100-Fe-0-01,82.08,0.8,
94,reentry=2,0204582740-0-02,83.32,1.33,
95,reentry=1,0601711100-A-0-01,84.65,0.8,
96,reentry=1,0601811220-0-01,85.45,0.8,
97,reentry=1,0703011100-0-01,86.25,0.8,
98,reentry=1,0703021100-0-01,87.05,0.8,
99,reentry=1,0703031100-0-01,87.85,0.8,
100,reentry=1,0703061100-0-01,88.65,0.8,
101,reentry=1,0703071100-0-01,89.45,0.8,
102,reentry=1,0703081100-0-01,90.25,0.8,
103,reentry=1,0703101100-0-01,91.05,0.8,
104,reentry=1,0703111100-0-01,91.85,0.8,
105,reentry=1,0703121100-0-01,92.65,0.8,
106,reentry=1,0703131100-0-01,93.45,0.8,
107,reentry=1,0703141100-0-01,94.25,0.8,
108,reentry=1,0703151100-0-01,95.05,0.8,
109,reentry=2,0304041100-0-02,96.11,0.8,
110,reentry=1,0703161100-0-01,96.91,0.8,
111,reentry=1,0703171100-0-01,97.71,0.8,
112,reentry=2,0304051100-C-0-02,99.19,0.8,
113,reentry=1,0703181100-0-01,99.99,0.8,
114,reentry=1,9800257701-0-01,100.79,0.8,
115,reentry=2,0601681100-Fe-0-02,103.41,0.8,
116,reentry=2,0601711100-A-0-02,104.55,0.8,
117,reentry=2,0206642600-0-02,110.8,1.33,
118,reentry=2,0206652600-0-02,112.13,1.33,
119,reentry=2,0703071100-0-02,130.11,0.8,
120,reentry=2,0703161100-0-02,133.19,0.8,
121,reentry=2,0703011100-0-02,141.2,0.8,
122,reentry=2,0703171100-0-02,147.48,0.8,
123,reentry=2,0703101100-0-02,149.46,0.8,
124,reentry=2,0703181100-0-02,150.56,0.8,
125,reentry=2,0703111100-0-02,152.26,0.8,
126,reentry=2,0703121100-0-02,155.06,0.8,
127,reentry=2,0703131100-0-02,157.86,0.8,
128,reentry=2,0703141100-0-02,170.2,0.8,
129,reentry=2,0703151100-0-02,173,0.8,
BD-S006,,,,,
ParallelMachine=0,,,,,
,16.8,30,,,
,,,reentry=1,0118631020-0-01,
,46.8,30,,,
,,,reentry=1,0118701020-0-01,
,,,reentry=1,0118721020-0-02,
,,,reentry=1,0118711020-0-13,
,76.8,30,,,
,,,reentry=1,0205792740-0-01,
,,,reentry=1,0205772740-0-02,
,,,reentry=1,0205782740-0-03,
,112.13,30,,,
,,,reentry=1,0703121100-0-01,
,,,reentry=2,0206642600-0-02,
,180.45,30,,,
,,,reentry=2,9800257701-0-01,
ParallelMachine=1,,,,,
,18.4,30,,,
,,,reentry=1,0118661020-0-01,
,48.4,30,,,
,,,reentry=1,0118751020-0-01,
,,,reentry=1,0118741020-0-02,
,,,reentry=1,0118731020-0-03,
,78.4,30,,,
,,,reentry=1,0205802600-0-11,
,,,reentry=1,0206202680-0-02,
,,,reentry=1,0206192680-0-03,
,113.46,30,,,
,,,reentry=2,0206652600-0-01,
,,,reentry=1,0703131100-0-02,
ParallelMachine=2,,,,,
,19.2,30,,,
,,,reentry=1,0118671020-0-01,
,49.2,30,,,
,,,reentry=1,0118841020-0-01,
,,,reentry=1,0118851020-0-02,
,,,reentry=1,0119181020-0-03,
,79.2,30,,,
,,,reentry=1,0206212680-0-01,
,,,reentry=1,0206222680-0-02,
,,,reentry=1,0206232680-0-03,
,109.2,30,,,
,,,reentry=1,0601811220-0-01,
,,,reentry=1,0703011100-0-02,
,139.2,30,,,
,,,reentry=1,0703141100-0-01,
,,,reentry=1,0703151100-0-02,
ParallelMachine=3,,,,,
,20,30,,,
,,,reentry=1,0118681020-0-01,
,50,30,,,
,,,reentry=1,0119201020-0-01,
,,,reentry=1,0119191020-0-02,
,,,reentry=1,0119211020-D-0-03,
,80,30,,,
,,,reentry=1,0206252680-0-01,
,,,reentry=1,0206272680-0-02,
,,,reentry=1,0206282680-0-03,
,110,30,,,
,,,reentry=1,0703081100-0-01,
,,,reentry=1,0703061100-0-02,
,140,30,,,
,,,reentry=1,9800257701-0-01,
ParallelMachine=4,,,,,
,20.8,30,,,
,,,reentry=1,0118691020-0-01,
,50.8,30,,,
,,,reentry=1,0119221020-D-0-01,
,80.8,30,,,
,,,reentry=1,0206902680-0-01,
,,,reentry=1,0206642600-0-02,
,,,reentry=1,0206652600-0-03,
,110.8,30,,,
,,,reentry=1,0703111100-0-01,
,,,reentry=1,0703101100-0-02,
BD-S007,,,,,
1,reentry=1,0117981020-0-0,0.8,1.14,copper
2,reentry=1,0118401020-P-0-0,3.2,1.14,copper
3,reentry=1,0118411020-P-0-0,4.34,1.14,copper
4,reentry=1,0118421020-A-0-0,5.48,1.14,copper
5,reentry=2,0118421020-A-0-0,7.31,1.14,copper
6,reentry=1,0118431020-P-0-0,8.45,1.14,copper
7,reentry=1,0118441020-P-0-0,9.59,1.14,copper
8,reentry=1,0118451020-P-0-0,10.73,1.14,copper
9,reentry=1,0118461020-P-0-0,11.87,1.14,copper
10,reentry=1,0118471020-P-0-0,13.01,1.14,copper
11,reentry=1,0118501020-P-0-0,14.15,1.14,copper
12,reentry=1,0118511020-P-0-0,15.29,1.14,copper
13,reentry=1,0118521020-P-0-0,16.43,1.14,copper
14,reentry=1,0118531020-P-0-0,17.57,1.14,copper
15,reentry=1,0118541020-P-0-0,18.71,1.14,copper
16,reentry=1,0118551020-A-0-0,19.85,1.14,copper
17,reentry=1,0118571020-P-0-0,20.99,1.14,copper
18,reentry=1,0118651020-0-0,22.13,1.14,copper
19,reentry=2,0118651020-0-0,23.27,1.14,copper
20,reentry=1,0118761020-0-0,26.4,1.14,copper
21,reentry=2,0118551020-A-0-0,27.84,1.14,copper
22,reentry=2,0118571020-P-0-0,28.98,1.14,copper
23,reentry=2,0118761020-0-0,30.12,1.14,copper
24,reentry=1,0118771020-0-0,31.26,1.14,copper
25,reentry=2,0118771020-0-0,33.01,1.14,copper
26,reentry=1,0118781020-0-0,34.15,1.14,copper
27,reentry=2,0118781020-0-0,35.9,1.14,copper
28,reentry=1,0118791020-0-0,37.04,1.14,copper
29,reentry=2,0118791020-0-0,38.79,1.14,copper
30,reentry=1,0118801020-0-0,39.93,1.14,copper
31,reentry=2,0118801020-0-0,41.68,1.14,copper
32,reentry=1,0118811020-0-0,42.82,1.14,copper
33,reentry=1,0118821020-0-0,43.96,1.14,copper
34,reentry=1,0118831020-0-0,45.1,1.14,copper
35,reentry=1,0118861020-0-0,46.24,1.14,copper
36,reentry=1,0118871020-0-0,47.38,1.14,copper
37,reentry=1,0118881020-0-0,48.52,1.14,copper
38,reentry=1,0118911020-0-0,49.66,1.14,copper
39,reentry=1,0118921020-0-0,50.8,1.14,copper
40,reentry=1,0118931020-0-0,51.94,1.14,copper
41,reentry=1,0118941020-0-0,53.08,1.14,copper
42,reentry=1,0118951020-0-0,54.22,1.14,copper
43,reentry=1,0118961020-0-0,55.36,1.14,copper
44,reentry=1,0118971020-0-0,56.5,1.14,copper
45,reentry=1,0118981020-C-0-0,57.64,1.14,copper
46,reentry=1,0118991020-A-0-0,58.78,1.14,copper
47,reentry=1,0119001020-0-0,59.92,1.14,copper
48,reentry=1,0119251020-P-0-0,61.06,1.14,copper
49,reentry=1,0119261020-0-0,62.2,1.14,copper
50,reentry=1,0119281020-0-0,63.34,1.14,copper
51,reentry=1,0119291020-0-0,64.48,1.14,copper
52,reentry=1,0119301020-0-0,65.62,1.14,copper
53,reentry=2,0119301020-0-0,67.37,1.14,copper
54,reentry=1,0119311020-0-0,68.51,1.14,copper
55,reentry=2,0119311020-0-0,70.26,1.14,copper
56,reentry=1,0119321020-0-0,71.4,1.14,copper
57,reentry=2,0119321020-0-0,73.15,1.14,copper
58,reentry=1,0119331020-0-0,74.29,1.14,copper
59,reentry=2,0119331020-0-0,76.04,1.14,copper
60,reentry=1,0204582740-0-0,82.18,1.14,brass
61,reentry=1,0304001100-0-0,88.32,1.14,copper
62,reentry=1,0118841020-0-0,90.41,1.14,copper
63,reentry=1,0118851020-0-0,91.55,1.14,copper
64,reentry=1,0304021100-Fe-0-0,92.69,1.14,copper
65,reentry=1,0304031100-0-0,93.83,1.14,copper
66,reentry=1,0304041100-0-0,94.97,1.14,copper
67,reentry=2,0304041100-0-0,96.91,1.14,copper
68,reentry=1,0304051100-C-0-0,98.05,1.14,copper
69,reentry=2,0304051100-C-0-0,99.99,1.14,copper
70,reentry=1,0304061100-C-0-0,101.13,1.14,copper
71,reentry=1,0601681100-Fe-0-0,102.27,1.14,copper
72,reentry=1,0601711100-A-0-0,103.41,1.14,copper
73,reentry=1,0205792740-0-0,110.41,1.14,brass
74,reentry=1,0206192680-0-0,112.41,1.14,brass
75,reentry=1,0206202680-0-0,113.55,1.14,brass
76,reentry=1,0206212680-0-0,114.69,1.14,brass
77,reentry=1,0206222680-0-0,115.83,1.14,brass
78,reentry=1,0206232680-0-0,116.97,1.14,brass
79,reentry=1,0206252680-0-0,118.11,1.14,brass
80,reentry=1,0206282680-0-0,119.41,1.14,brass
81,reentry=1,0206902680-0-0,120.55,1.14,brass
82,reentry=1,0703021100-0-0,126.69,1.14,copper
83,reentry=1,0703031100-0-0,127.83,1.14,copper
84,reentry=1,0703071100-0-0,128.97,1.14,copper
85,reentry=2,0703071100-0-0,130.91,1.14,copper
86,reentry=1,0703161100-0-0,132.05,1.14,copper
87,reentry=2,0703161100-0-0,133.99,1.14,copper
88,reentry=1,0601811220-0-0,140.2,1.14,
89,reentry=1,0703171100-0-0,146.34,1.14,copper
90,reentry=2,0703171100-0-0,148.28,1.14,copper
91,reentry=1,0703181100-0-0,149.42,1.14,copper
92,reentry=2,0703181100-0-0,151.36,1.14,copper
BD-S008,,,,,
1,reentry=1,0117981020-0-0,2.55,1.77,copper
2,reentry=1,0118381020-P-0-0,4.32,1.77,copper
3,reentry=1,0118391020-P-0-0,6.09,1.77,copper
4,reentry=1,0118481020-P-0-0,9.6,1.77,copper
5,reentry=1,0118491020-P-0-0,11.37,1.77,copper
6,reentry=1,0118811020-0-0,44.57,1.77,copper
7,reentry=1,0118821020-0-0,46.34,1.77,copper
8,reentry=1,0118861020-0-0,48.11,1.77,copper
9,reentry=1,0119011020-0-0,49.88,1.77,copper
10,reentry=1,0118871020-0-0,53.07,1.77,copper
11,reentry=1,0118881020-0-0,54.84,1.77,copper
12,reentry=1,0118911020-0-0,57.68,1.77,copper
13,reentry=1,0118921020-0-0,59.45,1.77,copper
14,reentry=1,0118931020-0-0,61.22,1.77,copper
15,reentry=1,0118941020-0-0,62.99,1.77,copper
16,reentry=1,0118951020-0-0,64.76,1.77,copper
17,reentry=1,0118961020-0-0,66.53,1.77,copper
18,reentry=1,0118971020-0-0,68.3,1.77,copper
19,reentry=1,0118981020-C-0-0,70.07,1.77,copper
20,reentry=1,0118991020-A-0-0,71.84,1.77,copper
21,reentry=1,0119001020-0-0,73.61,1.77,copper
22,reentry=2,0119011020-0-0,75.38,1.77,copper
23,reentry=1,0119261020-0-0,77.15,1.77,copper
24,reentry=1,0119271020-0-0,78.92,1.77,copper
25,reentry=2,0119271020-0-0,82.02,1.77,copper
26,reentry=1,0119281020-0-0,83.79,1.77,copper
27,reentry=1,0119291020-0-0,85.56,1.77,copper
28,reentry=1,0205772740-0-0,108.41,1.77,brass
29,reentry=2,0205772740-0-0,110.18,1.77,brass
30,reentry=3,0205772740-0-0,111.95,1.77,brass
31,reentry=1,0205782740-0-0,113.72,1.77,brass
32,reentry=2,0205782740-0-0,115.49,1.77,brass
33,reentry=3,0205782740-0-0,117.26,1.77,brass
34,reentry=1,0205792740-0-0,119.03,1.77,brass
35,reentry=1,0205802600-0-1,120.8,1.77,brass
36,reentry=1,0206202680-0-0,122.57,1.77,brass
37,reentry=1,0206212680-0-0,124.34,1.77,brass
38,reentry=1,0206222680-0-0,126.11,1.77,brass
39,reentry=1,0206232680-0-0,127.88,1.77,brass
40,reentry=1,0206252680-0-0,129.65,1.77,brass
41,reentry=1,0206272680-0-0,131.42,1.77,brass
42,reentry=2,0206272680-0-0,133.19,1.77,brass
43,reentry=1,0206282680-0-0,134.96,1.77,brass
44,reentry=1,0206902680-0-0,136.73,1.77,brass
45,reentry=2,9800257701-0-0,178.68,0,alloy
46,reentry=1,9800257701-0-0,178.68,0,alloy
BD-S009,,,,,
1,reentry=1,0118761020-0-01,29.06,0,
2,reentry=1,0205772740-0-01,111.95,0,
3,reentry=1,0205782740-0-01,117.26,0,
4,reentry=1,0205792740-0-01,120.8,0,
5,reentry=2,9800257701-0-02,178.68,0,
6,reentry=1,9800257701-0-01,178.68,0,
BD-S010,,,,,
1,reentry=1,0118401020-P-0-01,4.95,0,
2,reentry=1,0118411020-P-0-01,6.09,0,
3,reentry=1,0118381020-P-0-01,6.7,0,
4,reentry=1,0118421020-A-0-01,7.31,0,
5,reentry=1,0118391020-P-0-01,8.47,0,
6,reentry=1,0118431020-P-0-01,10.2,0,
7,reentry=1,0118441020-P-0-01,11.34,0,
8,reentry=1,0118451020-P-0-01,12.48,0,
9,reentry=1,0118461020-P-0-01,13.62,0,
10,reentry=1,0118471020-P-0-01,14.76,0,
11,reentry=1,0118481020-P-0-01,15.37,0,
12,reentry=1,0118491020-P-0-01,15.98,0,
13,reentry=1,0118501020-P-0-01,16.59,0,
14,reentry=1,0118551020-A-0-01,27.84,0,
15,reentry=1,0118571020-P-0-01,28.45,0,
16,reentry=1,0118771020-0-01,33.01,0,
17,reentry=1,0118781020-0-01,35.9,0,
18,reentry=1,0118791020-0-01,38.79,0,
19,reentry=1,0118801020-0-01,41.68,0,
20,reentry=1,0119311020-0-01,70.26,0,
21,reentry=1,0119321020-0-01,73.15,0,
22,reentry=1,0119331020-0-01,76.04,0,
23,reentry=2,0119331020-0-02,77.18,0,
24,reentry=1,0205772740-0-01,108.41,0,
25,reentry=1,0205782740-0-01,109.41,0,
26,reentry=2,0205772740-0-02,110.18,0,
27,reentry=1,0205802600-0-11,111.41,0,
28,reentry=1,0205792740-0-01,111.55,0,
29,reentry=1,0206202680-0-01,113.41,0,
30,reentry=1,0206192680-0-01,113.55,0,
31,reentry=1,0206212680-0-01,114.41,0,
32,reentry=2,0206202680-0-02,114.69,0,
33,reentry=1,0206222680-0-01,115.41,0,
34,reentry=2,0205782740-0-02,115.49,0,
35,reentry=2,0206212680-0-02,115.83,0,
36,reentry=1,0206232680-0-01,116.41,0,
37,reentry=2,0206222680-0-02,116.97,0,
38,reentry=1,0206252680-0-01,117.41,0,
39,reentry=2,0206232680-0-02,118.11,0,
40,reentry=2,0206252680-0-02,119.25,0,
41,reentry=1,0206282680-0-01,119.41,0,
42,reentry=1,0206902680-0-01,120.41,0,
43,reentry=2,0206282680-0-02,120.55,0,
44,reentry=2,0206902680-0-02,121.69,0,
45,reentry=2,0205802600-0-12,122.57,0,
46,reentry=3,0206202680-0-03,124.34,0,
47,reentry=3,0206212680-0-03,126.11,0,
48,reentry=3,0206222680-0-03,127.88,0,
49,reentry=3,0206232680-0-03,129.65,0,
50,reentry=3,0206252680-0-03,131.42,0,
51,reentry=1,0206272680-0-01,133.19,0,
52,reentry=3,0206282680-0-03,136.73,0,
53,reentry=3,0206902680-0-03,138.5,0,
BD-S011,,,,,
1,reentry=1,0117981020-0-01,2.55,0,
2,reentry=1,0118651020-0-01,23.27,0,
3,reentry=1,0118811020-0-01,44.57,0,
4,reentry=1,0118821020-0-01,45.71,0,
5,reentry=2,0118811020-0-02,46.34,0,
6,reentry=1,0118831020-0-01,46.85,0,
7,reentry=1,0118861020-0-01,47.99,0,
8,reentry=2,0118821020-0-02,48.11,0,
9,reentry=1,0118871020-0-01,53.07,0,
10,reentry=1,0118881020-0-01,53.68,0,
11,reentry=1,0118911020-0-01,57.68,0,
12,reentry=1,0118921020-0-01,58.29,0,
13,reentry=1,0118931020-0-01,58.9,0,
14,reentry=1,0118941020-0-01,59.51,0,
15,reentry=1,0118951020-0-01,60.12,0,
16,reentry=1,0118961020-0-01,60.73,0,
17,reentry=1,0118971020-0-01,61.34,0,
18,reentry=1,0118981020-C-0-01,61.95,0,
19,reentry=1,0118991020-A-0-01,62.56,0,
20,reentry=1,0119001020-0-01,63.17,0,
21,reentry=1,0119011020-0-01,63.78,0,
22,reentry=1,0119251020-P-0-01,64.39,0,
23,reentry=1,0119261020-0-01,65,0,
24,reentry=1,0119281020-0-01,65.61,0,
25,reentry=1,0119291020-0-01,66.23,0,
26,reentry=1,0119301020-0-01,67.37,0,
27,reentry=2,0119261020-0-02,78.92,0,
28,reentry=1,0119271020-0-01,82.02,0,
29,reentry=1,0601811220-0-01,142.3,0,
BD-S012,,,,,
1,reentry=1,0118631020-0-01,46.8,1,
2,reentry=2,0118631020-0-02,47.8,1,
3,reentry=1,0118661020-0-01,48.8,1,
4,reentry=1,0118671020-0-01,49.8,1,
5,reentry=2,0118671020-0-02,50.8,1,
6,reentry=1,0118681020-0-01,51.8,1,
7,reentry=2,0118681020-0-02,52.8,1,
8,reentry=1,0118691020-0-01,53.8,1,
9,reentry=2,0118691020-0-02,54.8,1,
10,reentry=1,0118831020-0-01,55.8,1,
11,reentry=1,0118701020-0-01,76.8,1,
12,reentry=2,0118701020-0-02,77.8,1,
13,reentry=1,0118711020-0-11,78.8,1,
14,reentry=2,0118711020-0-12,79.8,1,
15,reentry=1,0118721020-0-01,80.8,1,
16,reentry=2,0118721020-0-02,81.8,1,
17,reentry=1,0118731020-0-01,82.8,1,
18,reentry=2,0118731020-0-02,83.8,1,
19,reentry=1,0118741020-0-01,84.8,1,
20,reentry=2,0118741020-0-02,85.8,1,
21,reentry=1,0118751020-0-01,86.8,1,
22,reentry=2,0118751020-0-02,87.8,1,
23,reentry=1,0118841020-0-01,88.8,1,
24,reentry=1,0118851020-0-01,89.8,1,
25,reentry=1,0119181020-0-01,90.8,1,
26,reentry=2,0119181020-0-02,91.8,1,
27,reentry=1,0119191020-0-01,92.8,1,
28,reentry=2,0119191020-0-02,93.8,1,
29,reentry=1,0119201020-0-01,94.8,1,
30,reentry=2,0119201020-0-02,95.8,1,
31,reentry=1,0119211020-D-0-01,96.8,1,
32,reentry=2,0119211020-D-0-02,97.8,1,
33,reentry=1,0119221020-D-0-01,98.8,1,
34,reentry=2,0119221020-D-0-02,99.8,1,
35,reentry=1,0204582740-0-01,100.8,1,
36,reentry=1,0601681100-Fe-0-01,104.21,1,
37,reentry=1,0601711100-A-0-01,105.35,1,
38,reentry=1,0205772740-0-01,106.8,1,
39,reentry=1,0205782740-0-01,107.8,1,
40,reentry=1,0205792740-0-01,108.8,1,
41,reentry=1,0205802600-0-11,109.8,1,
42,reentry=1,0206192680-0-01,110.8,1,
43,reentry=1,0206202680-0-01,111.8,1,
44,reentry=1,0206212680-0-01,112.8,1,
45,reentry=1,0206222680-0-01,113.8,1,
46,reentry=1,0206232680-0-01,114.8,1,
47,reentry=1,0206252680-0-01,115.8,1,
48,reentry=1,0206272680-0-01,116.8,1,
49,reentry=1,0206282680-0-01,117.8,1,
50,reentry=1,0206902680-0-01,118.8,1,
51,reentry=1,0601811220-0-01,139.2,1,
52,reentry=1,0703011100-0-01,140.2,1,
53,reentry=1,0206642600-0-01,142.13,1,
54,reentry=1,0206652600-0-01,143.46,1,
55,reentry=2,0601811220-0-02,144.46,1,
56,reentry=2,0703011100-0-02,145.46,1,
57,reentry=1,0703061100-0-01,146.46,1,
58,reentry=1,0703081100-0-01,147.46,1,
59,reentry=1,0703101100-0-01,148.46,1,
60,reentry=2,0703101100-0-02,150.26,1,
61,reentry=1,0703111100-0-01,151.26,1,
62,reentry=2,0703111100-0-02,153.06,1,
63,reentry=1,0703121100-0-01,154.06,1,
64,reentry=2,0703121100-0-02,155.86,1,
65,reentry=1,0703131100-0-01,156.86,1,
66,reentry=2,0703131100-0-02,158.66,1,
67,reentry=1,0703141100-0-01,169.2,1,
68,reentry=2,0703141100-0-02,171,1,
69,reentry=1,0703151100-0-01,172,1,
70,reentry=2,0703151100-0-02,173.8,1,
71,reentry=1,9800257701-0-01,174.8,1,
BD-S013,,,,,
1,reentry=1,0118811020-0-01,46.34,1.77,
2,reentry=1,0118821020-0-01,48.11,1.77,
3,reentry=1,0119251020-P-0-01,64.39,1.77,
4,reentry=1,0119261020-0-01,78.92,1.77,
5,reentry=1,0119331020-0-01,80.69,1.77,
6,reentry=1,0206192680-0-01,113.55,1.77,
7,reentry=1,0205792740-0-01,120.8,1.77,
8,reentry=1,0205802600-0-11,122.57,1.77,
9,reentry=1,0206202680-0-01,124.34,1.77,
10,reentry=1,0206212680-0-01,126.11,1.77,
11,reentry=1,0206222680-0-01,127.88,1.77,
12,reentry=1,0206232680-0-01,129.65,1.77,
13,reentry=1,0206252680-0-01,131.42,1.77,
14,reentry=1,0206282680-0-01,136.73,1.77,
15,reentry=1,0206902680-0-01,138.5,1.77,
16,reentry=1,9800257701-0-01,178.68,1.77,
BD-S014,,,,,
BD-S015,,,,,
1,reentry=1,0205792740-0-01,122.57,0,
2,reentry=1,0206202680-0-01,126.11,0,
3,reentry=1,0206212680-0-01,127.88,0,
4,reentry=1,0206222680-0-01,129.65,0,
5,reentry=1,0206232680-0-01,131.42,0,
6,reentry=1,0206252680-0-01,133.19,0,
7,reentry=1,0206902680-0-01,140.27,0,
8,reentry=1,9800257701-0-01,210.45,0,
BD-S016,,,,,
1,reentry=1,0117981020-0-01,1.94,0.61,
2,reentry=1,0118401020-P-0-01,4.34,0.61,
3,reentry=1,0118411020-P-0-01,5.48,0.61,
4,reentry=1,0118381020-P-0-01,6.09,0.61,
5,reentry=1,0118421020-A-0-01,6.7,0.61,
6,reentry=1,0118391020-P-0-01,7.86,0.61,
7,reentry=1,0118431020-P-0-01,9.59,0.61,
8,reentry=1,0118441020-P-0-01,10.73,0.61,
9,reentry=1,0118451020-P-0-01,11.87,0.61,
10,reentry=1,0118461020-P-0-01,13.01,0.61,
11,reentry=1,0118471020-P-0-01,14.15,0.61,
12,reentry=1,0118481020-P-0-01,14.76,0.61,
13,reentry=1,0118491020-P-0-01,15.37,0.61,
14,reentry=1,0118501020-P-0-01,15.98,0.61,
15,reentry=1,0118511020-P-0-01,16.59,2.66,
16,reentry=1,0118521020-P-0-01,19.25,2.66,
17,reentry=1,0118531020-P-0-01,21.91,2.66,
18,reentry=1,0118541020-P-0-01,24.57,2.66,
19,reentry=1,0118551020-A-0-01,27.23,0.61,
20,reentry=1,0118571020-P-0-01,27.84,0.61,
21,reentry=1,0118761020-0-01,28.45,0.61,
22,reentry=1,0118771020-0-01,32.4,0.61,
23,reentry=1,0118781020-0-01,35.29,0.61,
24,reentry=1,0118791020-0-01,38.18,0.61,
25,reentry=1,0118801020-0-01,41.07,0.61,
26,reentry=1,0118811020-0-01,43.96,0.61,
