0117981020-0-0,,2020-06-13T11:59:59
1,BD-S008,2020-06-14T21:37:48,2020-06-14T23:23:59.999999
2,BD-S016,2020-06-14T23:24:00,2020-06-15T00:00:35.999999
3,BD-S011,2020-06-15T00:00:36,2020-06-15T00:00:35.999999
4,BD-S008,2020-06-15T00:00:36,2020-06-15T01:46:47.999999
5,BD-S020,2020-06-15T01:46:48,2020-06-15T04:26:23.999999
0119181020-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-13T05:06:36,2020-06-13T05:54:35.999999
1,BD-S006,2020-06-14T03:18:36,2020-06-15T09:18:35.999999
2,BD-S012,2020-06-15T09:18:36,2020-06-15T09:18:35.999999
3,BD-S025,2020-06-15T09:18:36,2020-06-15T09:18:35.999999
4,BD-S012,2020-06-15T09:18:36,2020-06-15T09:18:35.999999
5,BD-S016,2020-06-15T09:55:12,2020-06-15T10:31:47.999999
6,BD-S018,2020-06-15T10:31:48,2020-06-15T10:31:47.999999
0119191020-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-13T05:54:36,2020-06-13T06:42:35.999999
1,BD-S006,2020-06-14T03:18:36,2020-06-15T09:18:35.999999
2,BD-S012,2020-06-15T09:18:36,2020-06-15T09:18:35.999999
3,BD-S025,2020-06-15T09:18:36,2020-06-15T09:18:35.999999
4,BD-S012,2020-06-15T09:18:36,2020-06-15T09:18:35.999999
5,BD-S016,2020-06-15T10:31:48,2020-06-15T11:08:23.999999
6,BD-S018,2020-06-15T11:08:24,2020-06-15T11:08:23.999999
0119201020-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-10T15:27:36,2020-06-10T16:15:35.999999
1,BD-S006,2020-06-11T11:51:36,2020-06-12T17:51:35.999999
2,BD-S012,2020-06-12T17:51:36,2020-06-12T17:51:35.999999
3,BD-S025,2020-06-12T17:51:36,2020-06-12T17:51:35.999999
4,BD-S012,2020-06-12T17:51:36,2020-06-12T17:51:35.999999
5,BD-S016,2020-06-13T01:03:00,2020-06-13T03:42:35.999999
0119211020-D-0-0,,2020-06-23T11:59:59
0,BD-S005,2020-06-13T22:00:00,2020-06-13T22:47:59.999999
1,BD-S006,2020-06-15T05:51:36,2020-06-16T11:51:35.999999
2,BD-S012,2020-06-16T11:51:36,2020-06-16T11:51:35.999999
3,BD-S025,2020-06-16T11:51:36,2020-06-16T11:51:35.999999
4,BD-S012,2020-06-16T11:51:36,2020-06-16T11:51:35.999999
5,BD-S016,2020-06-16T12:28:12,2020-06-16T15:07:47.999999
0119221020-D-0-0,,2020-06-23T11:59:59
0,BD-S005,2020-06-13T19:52:12,2020-06-13T20:40:11.999999
1,BD-S006,2020-06-14T09:27:36,2020-06-15T15:27:35.999999
2,BD-S012,2020-06-15T15:27:36,2020-06-15T15:27:35.999999
3,BD-S025,2020-06-15T15:27:36,2020-06-15T15:27:35.999999
4,BD-S012,2020-06-15T15:27:36,2020-06-15T15:27:35.999999
5,BD-S016,2020-06-15T16:40:48,2020-06-15T19:20:23.999999
0119231020-D-0-0,,2020-06-20T11:59:59
0119251020-P-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-12T10:39:00,2020-06-12T11:26:59.999999
1,BD-S007,2020-06-13T13:08:24,2020-06-13T14:16:47.999999
2,BD-S016,2020-06-13T17:24:00,2020-06-13T18:00:35.999999
3,BD-S011,2020-06-13T18:00:36,2020-06-13T18:00:35.999999
4,BD-S013,2020-06-13T18:00:36,2020-06-13T19:46:47.999999
5,BD-S020,2020-06-13T19:46:48,2020-06-13T22:26:23.999999
0119261020-0-0,,2020-06-24T11:59:59
0,BD-S005,2020-06-11T23:03:36,2020-06-11T23:51:35.999999
1,BD-S007,2020-06-12T09:57:00,2020-06-12T11:05:23.999999
2,BD-S016,2020-06-12T11:05:24,2020-06-12T11:41:59.999999
3,BD-S011,2020-06-12T11:42:00,2020-06-12T11:41:59.999999
4,BD-S008,2020-06-12T11:44:24,2020-06-12T13:30:35.999999
5,BD-S011,2020-06-12T13:30:36,2020-06-12T13:30:35.999999
6,BD-S013,2020-06-12T13:30:36,2020-06-12T15:16:47.999999
7,BD-S020,2020-06-12T15:16:48,2020-06-12T17:56:23.999999
0119271020-0-0,,2020-06-21T11:59:59
0,BD-S005,2020-06-12T06:39:00,2020-06-12T07:26:59.999999
1,BD-S008,2020-06-12T20:35:24,2020-06-12T22:21:35.999999
2,BD-S016,2020-06-13T10:51:36,2020-06-13T11:28:11.999999
3,BD-S011,2020-06-13T11:28:12,2020-06-13T11:28:11.999999
4,BD-S008,2020-06-13T11:28:12,2020-06-13T13:14:23.999999
5,BD-S019,2020-06-13T13:16:12,2020-06-13T15:55:47.999999
0119281020-0-0,,2020-06-24T11:59:59
0,BD-S005,2020-06-14T08:23:24,2020-06-14T09:11:23.999999
1,BD-S007,2020-06-14T23:24:36,2020-06-15T00:32:59.999999
2,BD-S016,2020-06-15T07:41:24,2020-06-15T08:17:59.999999
3,BD-S011,2020-06-15T08:18:00,2020-06-15T08:17:59.999999
4,BD-S008,2020-06-16T19:14:24,2020-06-16T21:00:35.999999
5,BD-S019,2020-06-16T21:00:36,2020-06-16T23:40:11.999999
0119291020-0-0,,2020-06-26T11:59:59
0,BD-S005,2020-06-12T09:03:00,2020-06-12T09:50:59.999999
1,BD-S007,2020-06-12T19:52:12,2020-06-12T21:00:35.999999
2,BD-S016,2020-06-13T14:07:48,2020-06-13T14:44:23.999999
3,BD-S011,2020-06-13T14:44:24,2020-06-13T14:44:23.999999
4,BD-S008,2020-06-13T14:44:24,2020-06-13T16:30:35.999999
5,BD-S019,2020-06-13T16:30:36,2020-06-13T19:10:11.999999
0119301020-0-0,,2020-06-15T11:59:59
0,BD-S005,2020-06-10T22:23:24,2020-06-10T23:11:23.999999
1,BD-S007,2020-06-11T13:33:36,2020-06-11T14:41:59.999999
2,BD-S016,2020-06-11T19:28:12,2020-06-11T20:04:47.999999
3,BD-S011,2020-06-11T20:04:48,2020-06-11T20:04:47.999999
4,BD-S007,2020-06-11T20:04:48,2020-06-11T21:13:11.999999
5,BD-S020,2020-06-12T01:40:12,2020-06-12T04:19:47.999999
0119311020-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-14T10:15:36,2020-06-14T11:03:35.999999
1,BD-S007,2020-06-15T22:49:12,2020-06-15T23:57:35.999999
2,BD-S016,2020-06-15T23:57:36,2020-06-16T00:34:11.999999
3,BD-S010,2020-06-16T00:34:12,2020-06-16T00:34:11.999999
4,BD-S007,2020-06-16T00:34:12,2020-06-16T01:42:35.999999
5,BD-S020,2020-06-16T09:16:48,2020-06-16T11:56:23.999999
0119321020-0-0,,2020-06-16T11:59:59
0,BD-S005,2020-06-10T13:03:36,2020-06-10T13:51:35.999999
1,BD-S007,2020-06-10T14:47:24,2020-06-10T15:55:47.999999
2,BD-S016,2020-06-10T18:26:24,2020-06-10T19:02:59.999999
3,BD-S010,2020-06-10T19:03:00,2020-06-10T19:02:59.999999
4,BD-S007,2020-06-10T19:34:48,2020-06-10T20:43:11.999999
5,BD-S020,2020-06-11T02:12:36,2020-06-11T04:52:11.999999
0119331020-0-0,,2020-06-07T11:59:59
0,BD-S004,2020-06-10T01:30:00,2020-06-10T01:59:59.999999
1,BD-S005,2020-06-13T08:50:24,2020-06-13T09:38:23.999999
2,BD-S007,2020-06-13T18:50:24,2020-06-13T19:58:47.999999
3,BD-S016,2020-06-14T01:41:24,2020-06-14T02:17:59.999999
4,BD-S010,2020-06-14T02:18:00,2020-06-14T02:17:59.999999
5,BD-S007,2020-06-14T15:46:12,2020-06-14T16:54:35.999999
6,BD-S010,2020-06-14T16:54:36,2020-06-14T16:54:35.999999
7,BD-S013,2020-06-14T16:54:36,2020-06-14T18:40:47.999999
8,BD-S020,2020-06-14T18:40:48,2020-06-14T21:20:23.999999
0204582740-0-0,,2020-06-15T11:59:59
0,BD-S005,2020-06-10T18:39:36,2020-06-10T19:59:23.999999
1,BD-S007,2020-06-11T04:00:00,2020-06-11T05:08:23.999999
2,BD-S005,2020-06-11T05:08:24,2020-06-11T06:28:11.999999
3,BD-S012,2020-06-11T06:28:12,2020-06-11T06:28:11.999999
4,BD-S016,2020-06-11T06:28:12,2020-06-11T07:04:47.999999
5,BD-S018,2020-06-11T07:04:48,2020-06-11T07:04:47.999999
0205772740-0-0,,2020-06-22T11:59:59
0,BD-S005,2020-06-13T07:30:36,2020-06-13T08:50:23.999999
1,BD-S006,2020-06-14T04:23:24,2020-06-15T10:23:23.999999
2,BD-S012,2020-06-15T10:23:24,2020-06-15T10:23:23.999999
3,BD-S016,2020-06-15T11:08:24,2020-06-15T11:44:59.999999
4,BD-S010,2020-06-15T11:45:00,2020-06-15T11:44:59.999999
5,BD-S008,2020-06-15T18:13:48,2020-06-15T19:59:59.999999
6,BD-S010,2020-06-15T20:00:00,2020-06-15T19:59:59.999999
7,BD-S008,2020-06-15T20:00:00,2020-06-15T21:46:11.999999
8,BD-S009,2020-06-15T21:46:12,2020-06-15T21:46:11.999999
9,BD-S008,2020-06-15T21:46:12,2020-06-15T23:32:23.999999
10,BD-S019,2020-06-15T23:32:24,2020-06-16T02:11:59.999999
0205782740-0-0,,2020-06-22T11:59:59
0,BD-S005,2020-06-13T02:27:00,2020-06-13T03:46:47.999999
1,BD-S006,2020-06-13T23:51:36,2020-06-15T05:51:35.999999
2,BD-S012,2020-06-15T05:51:36,2020-06-15T05:51:35.999999
3,BD-S016,2020-06-15T07:04:48,2020-06-15T07:41:23.999999
4,BD-S010,2020-06-15T07:41:24,2020-06-15T07:41:23.999999
5,BD-S008,2020-06-15T11:09:00,2020-06-15T12:55:11.999999
6,BD-S010,2020-06-15T12:55:12,2020-06-15T12:55:11.999999
7,BD-S008,2020-06-15T12:55:12,2020-06-15T14:41:23.999999
8,BD-S009,2020-06-15T14:41:24,2020-06-15T14:41:23.999999
9,BD-S008,2020-06-15T14:41:24,2020-06-15T16:27:35.999999
10,BD-S019,2020-06-15T16:27:36,2020-06-15T19:07:11.999999
0205792740-0-0,,2020-06-24T11:59:59
0,BD-S005,2020-06-13T15:36:36,2020-06-13T16:56:23.999999
1,BD-S006,2020-06-14T06:15:36,2020-06-15T12:15:35.999999
2,BD-S012,2020-06-15T12:15:36,2020-06-15T12:15:35.999999
3,BD-S016,2020-06-15T13:34:48,2020-06-15T14:11:23.999999
4,BD-S025,2020-06-15T14:11:24,2020-06-15T14:11:23.999999
5,BD-S007,2020-06-15T14:43:12,2020-06-15T15:51:35.999999
6,BD-S010,2020-06-15T15:51:36,2020-06-15T15:51:35.999999
7,BD-S008,2020-06-16T01:18:36,2020-06-16T03:04:47.999999
8,BD-S009,2020-06-16T03:04:48,2020-06-16T03:04:47.999999
9,BD-S013,2020-06-16T03:04:48,2020-06-16T04:50:59.999999
10,BD-S015,2020-06-16T04:51:00,2020-06-16T04:50:59.999999
11,BD-S019,2020-06-16T04:51:00,2020-06-16T07:30:35.999999
0205802600-0-1,,2020-06-30T11:59:59
0,BD-S005,2020-06-13T20:40:12,2020-06-13T21:59:59.999999
1,BD-S006,2020-06-15T05:51:36,2020-06-16T11:51:35.999999
2,BD-S012,2020-06-16T11:51:36,2020-06-16T11:51:35.999999
3,BD-S016,2020-06-16T11:51:36,2020-06-16T12:28:11.999999
4,BD-S010,2020-06-16T12:28:12,2020-06-16T12:28:11.999999
5,BD-S008,2020-06-16T12:28:12,2020-06-16T14:14:23.999999
6,BD-S010,2020-06-16T14:14:24,2020-06-16T14:14:23.999999
7,BD-S013,2020-06-16T14:14:24,2020-06-16T16:00:35.999999
8,BD-S020,2020-06-16T16:00:36,2020-06-16T18:40:11.999999
0205802600-0-2,,2020-06-25T11:59:59
0206192680-0-0,,2020-06-22T11:59:59
0,BD-S005,2020-06-13T12:09:00,2020-06-13T13:28:47.999999
1,BD-S006,2020-06-14T04:23:24,2020-06-15T10:23:23.999999
2,BD-S012,2020-06-15T10:23:24,2020-06-15T10:23:23.999999
3,BD-S016,2020-06-15T11:45:00,2020-06-15T12:21:35.999999
4,BD-S025,2020-06-15T12:21:36,2020-06-15T12:21:35.999999
5,BD-S007,2020-06-15T12:21:36,2020-06-15T13:29:59.999999
6,BD-S010,2020-06-15T13:30:00,2020-06-15T13:29:59.999999
7,BD-S013,2020-06-15T13:30:00,2020-06-15T15:16:11.999999
8,BD-S020,2020-06-15T16:28:12,2020-06-15T19:07:47.999999
0206202680-0-0,,2020-06-22T11:59:59
0,BD-S005,2020-06-13T01:07:12,2020-06-13T02:26:59.999999
1,BD-S006,2020-06-13T23:51:36,2020-06-15T05:51:35.999999
2,BD-S012,2020-06-15T05:51:36,2020-06-15T05:51:35.999999
3,BD-S016,2020-06-15T06:28:12,2020-06-15T07:04:47.999999
4,BD-S010,2020-06-15T07:04:48,2020-06-15T07:04:47.999999
5,BD-S007,2020-06-15T07:36:36,2020-06-15T08:44:59.999999
6,BD-S010,2020-06-15T08:45:00,2020-06-15T08:44:59.999999
7,BD-S008,2020-06-15T09:22:48,2020-06-15T11:08:59.999999
8,BD-S010,2020-06-15T11:09:00,2020-06-15T11:08:59.999999
9,BD-S013,2020-06-15T11:09:00,2020-06-15T12:55:11.999999
10,BD-S015,2020-06-15T12:55:12,2020-06-15T12:55:11.999999
11,BD-S020,2020-06-15T13:48:36,2020-06-15T16:28:11.999999
0206212680-0-0,,2020-06-22T11:59:59
0,BD-S005,2020-06-12T23:47:24,2020-06-13T01:07:11.999999
1,BD-S006,2020-06-13T23:51:36,2020-06-15T05:51:35.999999
2,BD-S012,2020-06-15T05:51:36,2020-06-15T05:51:35.999999
3,BD-S016,2020-06-15T05:51:36,2020-06-15T06:28:11.999999
4,BD-S010,2020-06-15T06:28:12,2020-06-15T06:28:11.999999
5,BD-S007,2020-06-15T06:28:12,2020-06-15T07:36:35.999999
6,BD-S010,2020-06-15T07:36:36,2020-06-15T07:36:35.999999
7,BD-S008,2020-06-15T07:36:36,2020-06-15T09:22:47.999999
8,BD-S010,2020-06-15T09:22:48,2020-06-15T09:22:47.999999
9,BD-S013,2020-06-15T09:22:48,2020-06-15T11:08:59.999999
10,BD-S015,2020-06-15T11:09:00,2020-06-15T11:08:59.999999
11,BD-S020,2020-06-15T11:09:00,2020-06-15T13:48:35.999999
0206222680-0-0,,2020-06-22T11:59:59
0,BD-S005,2020-06-13T03:46:48,2020-06-13T05:06:35.999999
1,BD-S006,2020-06-14T03:18:36,2020-06-15T09:18:35.999999
2,BD-S012,2020-06-15T09:18:36,2020-06-15T09:18:35.999999
3,BD-S016,2020-06-15T09:18:36,2020-06-15T09:55:11.999999
4,BD-S010,2020-06-15T09:55:12,2020-06-15T09:55:11.999999
5,BD-S007,2020-06-15T09:55:12,2020-06-15T11:03:35.999999
6,BD-S010,2020-06-15T11:03:36,2020-06-15T11:03:35.999999
7,BD-S008,2020-06-15T16:27:36,2020-06-15T18:13:47.999999
8,BD-S010,2020-06-15T18:13:48,2020-06-15T18:13:47.999999
9,BD-S013,2020-06-15T18:13:48,2020-06-15T19:59:59.999999
10,BD-S015,2020-06-15T20:00:00,2020-06-15T19:59:59.999999
11,BD-S020,2020-06-15T20:00:00,2020-06-15T22:39:35.999999
0206232680-0-0,,2020-06-22T11:59:59
0,BD-S005,2020-06-13T14:16:48,2020-06-13T15:36:35.999999
1,BD-S006,2020-06-14T06:15:36,2020-06-15T12:15:35.999999
2,BD-S012,2020-06-15T12:15:36,2020-06-15T12:15:35.999999
3,BD-S016,2020-06-15T12:58:12,2020-06-15T13:34:47.999999
4,BD-S010,2020-06-15T13:34:48,2020-06-15T13:34:47.999999
5,BD-S007,2020-06-15T13:34:48,2020-06-15T14:43:11.999999
6,BD-S010,2020-06-15T14:43:12,2020-06-15T14:43:11.999999
7,BD-S008,2020-06-15T23:32:24,2020-06-16T01:18:35.999999
8,BD-S010,2020-06-16T01:18:36,2020-06-16T01:18:35.999999
9,BD-S013,2020-06-16T01:18:36,2020-06-16T03:04:47.999999
10,BD-S015,2020-06-16T03:04:48,2020-06-16T03:04:47.999999
11,BD-S020,2020-06-16T03:04:48,2020-06-16T05:44:23.999999
0206252680-0-0,,2020-06-22T11:59:59
0,BD-S005,2020-06-13T18:32:24,2020-06-13T19:52:11.999999
1,BD-S006,2020-06-14T09:27:36,2020-06-15T15:27:35.999999
2,BD-S012,2020-06-15T15:27:36,2020-06-15T15:27:35.999999
3,BD-S016,2020-06-15T16:04:12,2020-06-15T16:40:47.999999
4,BD-S010,2020-06-15T16:40:48,2020-06-15T16:40:47.999999
5,BD-S007,2020-06-15T16:40:48,2020-06-15T17:49:11.999999
6,BD-S010,2020-06-15T17:49:12,2020-06-15T17:49:11.999999
7,BD-S008,2020-06-16T03:04:48,2020-06-16T04:50:59.999999
8,BD-S010,2020-06-16T04:51:00,2020-06-16T04:50:59.999999
9,BD-S013,2020-06-16T04:51:00,2020-06-16T06:37:11.999999
10,BD-S015,2020-06-16T06:37:12,2020-06-16T06:37:11.999999
11,BD-S020,2020-06-16T06:37:12,2020-06-16T09:16:47.999999
0206272680-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-12T04:31:12,2020-06-12T05:50:59.999999
1,BD-S006,2020-06-12T17:51:36,2020-06-13T23:51:35.999999
2,BD-S012,2020-06-13T23:51:36,2020-06-13T23:51:35.999999
3,BD-S016,2020-06-13T23:51:36,2020-06-14T00:28:11.999999
4,BD-S025,2020-06-14T00:28:12,2020-06-14T00:28:11.999999
5,BD-S008,2020-06-14T00:28:12,2020-06-14T02:14:23.999999
6,BD-S010,2020-06-14T02:14:24,2020-06-14T02:14:23.999999
7,BD-S008,2020-06-14T02:14:24,2020-06-14T04:00:35.999999
8,BD-S019,2020-06-14T04:00:36,2020-06-14T06:40:11.999999
0206282680-0-0,,2020-06-24T11:59:59
0,BD-S005,2020-06-12T18:43:48,2020-06-12T20:03:35.999999
1,BD-S006,2020-06-13T00:15:36,2020-06-14T06:15:35.999999
2,BD-S012,2020-06-14T06:15:36,2020-06-14T06:15:35.999999
3,BD-S016,2020-06-14T07:48:00,2020-06-14T08:24:35.999999
4,BD-S010,2020-06-14T08:24:36,2020-06-14T08:24:35.999999
5,BD-S007,2020-06-14T08:24:36,2020-06-14T09:32:59.999999
6,BD-S010,2020-06-14T09:33:00,2020-06-14T09:32:59.999999
7,BD-S008,2020-06-14T09:33:00,2020-06-14T11:19:11.999999
8,BD-S010,2020-06-14T11:19:12,2020-06-14T11:19:11.999999
9,BD-S013,2020-06-14T11:19:12,2020-06-14T13:05:23.999999
10,BD-S020,2020-06-14T13:05:24,2020-06-14T15:44:59.999999
0206642600-0-0,,2020-06-14T11:59:59
0,BD-S005,2020-06-10T07:43:48,2020-06-10T09:03:35.999999
1,BD-S006,2020-06-10T09:03:36,2020-06-11T15:03:35.999999
2,BD-S026,2020-06-11T15:03:36,2020-06-11T15:03:35.999999
3,BD-S005,2020-06-11T15:03:36,2020-06-11T16:23:23.999999
4,BD-S006,2020-06-11T16:23:24,2020-06-12T22:23:23.999999
5,BD-S012,2020-06-12T22:23:24,2020-06-12T22:23:23.999999
6,BD-S016,2020-06-12T22:23:24,2020-06-13T01:02:59.999999
0206652600-0-0,,2020-06-14T11:59:59
0,BD-S005,2020-06-10T03:12:00,2020-06-10T04:31:47.999999
1,BD-S006,2020-06-10T04:31:48,2020-06-11T10:31:47.999999
2,BD-S026,2020-06-11T10:31:48,2020-06-11T10:31:47.999999
3,BD-S005,2020-06-11T10:31:48,2020-06-11T11:51:35.999999
4,BD-S006,2020-06-11T11:51:36,2020-06-12T17:51:35.999999
5,BD-S012,2020-06-12T17:51:36,2020-06-12T17:51:35.999999
6,BD-S016,2020-06-12T17:51:36,2020-06-12T20:31:11.999999
0206902680-0-0,,2020-06-24T11:59:59
0,BD-S005,2020-06-12T20:03:36,2020-06-12T21:23:23.999999
1,BD-S006,2020-06-13T00:15:36,2020-06-14T06:15:35.999999
2,BD-S012,2020-06-14T06:15:36,2020-06-14T06:15:35.999999
3,BD-S016,2020-06-14T09:01:12,2020-06-14T09:37:47.999999
4,BD-S010,2020-06-14T09:37:48,2020-06-14T09:37:47.999999
5,BD-S007,2020-06-14T09:37:48,2020-06-14T10:46:11.999999
6,BD-S010,2020-06-14T10:46:12,2020-06-14T10:46:11.999999
7,BD-S008,2020-06-14T11:19:12,2020-06-14T13:05:23.999999
8,BD-S010,2020-06-14T13:05:24,2020-06-14T13:05:23.999999
9,BD-S013,2020-06-14T13:05:24,2020-06-14T14:51:35.999999
10,BD-S015,2020-06-14T14:51:36,2020-06-14T14:51:35.999999
11,BD-S019,2020-06-14T14:51:36,2020-06-14T17:31:11.999999
0304001100-0-0,,2020-06-11T11:59:59
0,BD-S005,2020-06-12T12:15:00,2020-06-12T13:02:59.999999
1,BD-S007,2020-06-13T14:16:48,2020-06-13T15:25:11.999999
2,BD-S016,2020-06-13T18:00:36,2020-06-13T20:40:11.999999
0304021100-Fe-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-14T15:51:36,2020-06-14T16:39:35.999999
1,BD-S007,2020-06-16T13:45:36,2020-06-16T14:53:59.999999
2,BD-S016,2020-06-16T21:40:12,2020-06-17T00:19:47.999999
0304031100-0-0,,2020-06-11T11:59:59
0,BD-S005,2020-06-12T13:03:00,2020-06-12T13:50:59.999999
1,BD-S007,2020-06-13T15:25:12,2020-06-13T16:33:35.999999
2,BD-S016,2020-06-13T20:40:12,2020-06-13T23:19:47.999999
0304041100-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-14T01:12:00,2020-06-14T01:59:59.999999
1,BD-S007,2020-06-14T02:00:00,2020-06-14T03:08:23.999999
2,BD-S005,2020-06-14T05:59:24,2020-06-14T06:47:23.999999
3,BD-S007,2020-06-14T16:54:36,2020-06-14T18:02:59.999999
4,BD-S016,2020-06-14T18:03:00,2020-06-14T20:42:35.999999
0304051100-C-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-14T07:35:24,2020-06-14T08:23:23.999999
1,BD-S007,2020-06-14T20:19:48,2020-06-14T21:28:11.999999
2,BD-S005,2020-06-14T21:28:12,2020-06-14T22:16:11.999999
3,BD-S007,2020-06-14T22:16:12,2020-06-14T23:24:35.999999
4,BD-S016,2020-06-15T02:40:12,2020-06-15T05:19:47.999999
0304061100-C-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-14T15:03:36,2020-06-14T15:51:35.999999
1,BD-S007,2020-06-16T12:37:12,2020-06-16T13:45:35.999999
2,BD-S016,2020-06-16T19:00:36,2020-06-16T21:40:11.999999
0601681100-Fe-0-0,,2020-06-15T11:59:59
0,BD-S005,2020-06-10T19:59:24,2020-06-10T20:47:23.999999
1,BD-S007,2020-06-11T10:08:24,2020-06-11T11:16:47.999999
2,BD-S005,2020-06-11T11:51:36,2020-06-11T12:39:35.999999
3,BD-S012,2020-06-11T12:39:36,2020-06-11T12:39:35.999999
4,BD-S016,2020-06-11T13:32:24,2020-06-11T16:11:59.999999
0601711100-A-0-0,,2020-06-15T11:59:59
0,BD-S005,2020-06-10T20:47:24,2020-06-10T21:35:23.999999
1,BD-S007,2020-06-11T11:16:48,2020-06-11T12:25:11.999999
2,BD-S005,2020-06-11T12:39:36,2020-06-11T13:27:35.999999
3,BD-S012,2020-06-11T13:27:36,2020-06-11T13:27:35.999999
4,BD-S016,2020-06-11T16:12:00,2020-06-11T18:51:35.999999
0601811220-0-0,,2020-06-18T11:59:59
0,BD-S005,2020-06-11T17:11:24,2020-06-11T17:59:23.999999
1,BD-S006,2020-06-11T18:15:36,2020-06-13T00:15:35.999999
2,BD-S012,2020-06-13T00:15:36,2020-06-13T00:15:35.999999
3,BD-S025,2020-06-13T00:15:36,2020-06-13T00:15:35.999999
4,BD-S007,2020-06-13T03:16:12,2020-06-13T04:24:35.999999
5,BD-S016,2020-06-13T06:22:12,2020-06-13T06:58:47.999999
6,BD-S011,2020-06-13T06:58:48,2020-06-13T06:58:47.999999
7,BD-S012,2020-06-13T06:58:48,2020-06-13T06:58:47.999999
8,BD-S020,2020-06-13T06:58:48,2020-06-13T09:38:23.999999
0702751100-2-0,,2020-06-22T11:59:59
0703011100-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-12T22:59:24,2020-06-12T23:47:23.999999
1,BD-S006,2020-06-13T03:27:36,2020-06-14T09:27:35.999999
2,BD-S012,2020-06-14T09:27:36,2020-06-14T09:27:35.999999
3,BD-S005,2020-06-14T09:27:36,2020-06-14T10:15:35.999999
4,BD-S012,2020-06-14T10:15:36,2020-06-14T10:15:35.999999
5,BD-S016,2020-06-14T10:51:00,2020-06-14T11:27:35.999999
6,BD-S018,2020-06-14T11:27:36,2020-06-14T11:27:35.999999
0703021100-0-0,,2020-06-18T11:59:59
0,BD-S005,2020-06-10T09:51:36,2020-06-10T10:39:35.999999
1,BD-S007,2020-06-10T11:22:12,2020-06-10T12:30:35.999999
2,BD-S016,2020-06-10T12:30:36,2020-06-10T15:10:11.999999
0703031100-0-0,,2020-06-17T11:59:59
0,BD-S005,2020-06-10T01:36:00,2020-06-10T02:23:59.999999
1,BD-S007,2020-06-10T03:04:48,2020-06-10T04:13:11.999999
2,BD-S016,2020-06-10T05:12:36,2020-06-10T07:52:11.999999
0703041100-Fe-0-1,,2020-06-20T11:59:59
0703041100-Fe-0-2,,2020-06-20T11:59:59
0703061100-0-0,,2020-06-12T11:59:59
0,BD-S005,2020-06-12T13:51:00,2020-06-12T14:38:59.999999
1,BD-S006,2020-06-12T21:18:36,2020-06-14T03:18:35.999999
2,BD-S012,2020-06-14T03:18:36,2020-06-14T03:18:35.999999
3,BD-S016,2020-06-14T03:18:36,2020-06-14T05:58:11.999999
0703071100-0-0,,2020-06-14T11:59:59
0,BD-S005,2020-06-11T13:27:36,2020-06-11T14:15:35.999999
1,BD-S007,2020-06-12T01:46:48,2020-06-12T02:55:11.999999
2,BD-S005,2020-06-12T02:55:12,2020-06-12T03:43:11.999999
3,BD-S007,2020-06-12T03:43:12,2020-06-12T04:51:35.999999
4,BD-S016,2020-06-12T04:55:48,2020-06-12T07:35:23.999999
0703081100-0-0,,2020-06-26T11:59:59
0,BD-S005,2020-06-14T00:24:00,2020-06-14T01:11:59.999999
1,BD-S006,2020-06-15T05:51:36,2020-06-16T11:51:35.999999
2,BD-S012,2020-06-16T11:51:36,2020-06-16T11:51:35.999999
3,BD-S016,2020-06-16T15:07:48,2020-06-16T17:47:23.999999
0703101100-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-12T16:15:00,2020-06-12T17:02:59.999999
1,BD-S006,2020-06-12T22:23:24,2020-06-14T04:23:23.999999
2,BD-S012,2020-06-14T04:23:24,2020-06-14T04:23:23.999999
3,BD-S005,2020-06-14T05:11:24,2020-06-14T05:59:23.999999
4,BD-S012,2020-06-14T05:59:24,2020-06-14T05:59:23.999999
5,BD-S016,2020-06-14T07:11:24,2020-06-14T07:47:59.999999
6,BD-S018,2020-06-14T07:48:00,2020-06-14T07:47:59.999999
0703111100-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-10T14:39:36,2020-06-10T15:27:35.999999
1,BD-S006,2020-06-10T15:27:36,2020-06-11T21:27:35.999999
2,BD-S012,2020-06-11T21:27:36,2020-06-11T21:27:35.999999
3,BD-S005,2020-06-11T21:27:36,2020-06-11T22:15:35.999999
4,BD-S012,2020-06-11T22:15:36,2020-06-11T22:15:35.999999
5,BD-S016,2020-06-11T22:15:36,2020-06-11T22:52:11.999999
6,BD-S018,2020-06-11T22:52:12,2020-06-11T22:52:11.999999
0703121100-0-0,,2020-06-20T11:59:59
0,BD-S005,2020-06-12T15:27:00,2020-06-12T16:14:59.999999
1,BD-S006,2020-06-12T22:23:24,2020-06-14T04:23:23.999999
2,BD-S012,2020-06-14T04:23:24,2020-06-14T04:23:23.999999
